Name,Beds,Baths,Price:,Deposit,Waitlist,Available Units,Size (sq feet),Link,Apartment,Image
1 Bed - 1 Bath D ,1,1,2099.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/1-bed-1-bath-d,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/Crest-at-Pearl-1-bed-1-bath-D-01.png?ext=.png
1 Bed - 1 Bath A - SMART ,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/1-bed-1-bath-a-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-1-1-A-Waitlist-FP-01.png?ext=.png
Studio A - SMART,0,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/studio-a-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-Studio-A-Waitlist-FP-01.png?ext=.png
Studio B - SMART,0,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/studio-b-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-Studio-B-Waitlist-FP-01_3.png?ext=.png
Studio C - SMART,0,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/studio-c-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-Studio-C-SMART-Waitlist-FP-10-21-19.png?ext=.png
Studio D - SMART,0,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/studio-d-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-Studio-D-Waitlist-FP-01.png?ext=.png
Studio E - SMART,0,1,1233.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl/floor-plans/studio-e-smart,crest_at_pearl,https://www.americancampus.com/assets/675-crestatpearl/floorplans/675-Studio-E-Waitlist-FP-01.png?ext=.png
2 Bed - 2 Bath Suite Double ,2,2,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/2-bedroom-2-bath-suite-double,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Callaway-House-2-bed-2-bath-Suite-Double-3-29-18.png?ext=.png
4 Bed - 4 Bath Suite Single,4,4,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/4-bedroom-4-bath-suite-single,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Callaway-House-4-bed-4-bath-Suite-3-29-18.png?ext=.png
3 Bed - 3 Bath Apartment,3,3,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/3-bedroom-3-bath-apartment,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Callaway-House-3-bed-3-bath-Apartment-3-29-18.png?ext=.png
2 Bed - 2 Bath Apartment,2,2,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/2-bedroom-2-bath-apartment,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Callaway-House-2-bed-2-bath-Apartment-3-29-18.png?ext=.png
Standard Studio Suite - SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/standard-studio-suite-smart,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Waitlist%20FP/685-Standard-Studio-Waitlist-FP-01.png?ext=.png
Deluxe Studio Suite - SMART ,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/deluxe-studio-suite-smart,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Waitlist%20FP/685-DLX-Studio-Suite-Waitlist-FP-01.png?ext=.png
Standard Studio Apartment - SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/standard-studio-apartment-smart,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Waitlist%20FP/685-Standard-Studio-Apt-Waitlist-FP-01.png?ext=.png
Deluxe Studio Apartment - SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin/floor-plans/deluxe-studio-apartment-smart,callaway,https://www.americancampus.com/assets/685-thecallawayhouseaustin/floorplans/Waitlist%20FP/685-DLX-Studio-Apt-Waitlist-FP-01.png?ext=.png
Suite Style – Double Occupancy,1,1,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-castilian/floor-plans/suite-double-room,castilian,https://www.americancampus.com/assets/674-thecastilian/floorplans/Castilian-Suite-Double-Room-01.png?ext=.png
Suite Style – Single Occupancy,1,1,,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/the-castilian/floor-plans/suite-single-room,castilian,https://www.americancampus.com/assets/674-thecastilian/floorplans/Castilian-Suite-Single-Room-01.png?ext=.png
1 Bed - 1 Bath Private,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/the-castilian/floor-plans/1-bedroom-1-bath-private,castilian,https://www.americancampus.com/assets/674-thecastilian/floorplans/Waitlist%20FPs/674-1-1-Waitlist-1-8-20-01-(1).png?ext=.png
Texan - 4x4 Guadalupe,4,4,$929.00 - $949.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-4x4-guadalupe,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672_Furnished-4-Bed-4-Bath-Guadalupe-01.png?ext=.png
Texan - 4x4 Guadalupe w/ Loft,4,4,769.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-4x4-guadalupe-w-loft-loft-bed,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672_Furnished-4-Bed-4-Bath-Guadalupe-w-Loft-01.png?ext=.png
Texan - 3x2 Rio Grande,3,2,$859.00 - $919.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-3x2-rio-grande-shared-bath,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672_Furnished-3-Bed-2-Bath-Rio-Grande-01.png?ext=.png
Texan - 3x2 Rio Grande w/ Loft ,3,2,$769.00 - $899.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-3x2-rio-grande-w-loft-loft-bed,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Texan-Furnished-3-Bed-2-Bath-Rio-Grande-Furn-Loft-01.png?ext=.png
Texan - 3x2 San Pedro ,3,2,$914.00-$949.00,0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-3x2-san-pedro-shared-bath,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Texan-3-Bed-2-Bath-San-Pedro-01_1.png?ext=.png
Texan - 2x1 Salado ,2,1,1009.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-2x1-salado,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-2-1-Salado-Waitlist-FP-10-21-19.png?ext=.png
Texan - 1x1 Seton w/ Loft ,1,1,$864.00-$909.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-1x1-seton-w-loft-loft-bed,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-1-1-Loft-Seton-SMART-Waitlist-FP-10-21-19-(2).png?ext=.png
Vintage - 4x4 Rome,4,4,"$1,009.00-$1,034.00",0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-4x4-rome,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673_Furnished-4-Bed-4-Bath-Rome-01_1.png?ext=.png
Vintage - 4x4 Milan ,4,4,"$1,034.00-$1,059.00",0,0,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-4x4-milan,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Vintage-4-Bed-4-Bath-Milan-01.png?ext=.png
Vintage - 2x2 Turin Furnished ,2,2,1169.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-2x2-turin-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673-2-2-Turin-Waitlist-FP-01_1.png?ext=.png
Vintage - 2x2 Siena Furnished ,2,2,1099.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-2x2-siena-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-2-Bed-2-Bath-Siena-Waitlist-FP-6-22-20-01.png?ext=.png
Vintage - 2x2 Naples Furnished ,2,2,1199.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-2x2-naples-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Waitlist%20FPs/673-2-Bed-2-Bath-Naples-FP-Waitlist-5-6-20-01-(1).png?ext=.png
Vintage - 1x1 Florence Furnished ,1,1,1479.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-florence-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Vintage-Florence-1-bed-1-bath-Waitlist-FP-10-21-19_2.png?ext=.png
Vintage - 1x1 Genova Furnished ,1,1,1624.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-genova-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673-1-1-Genova-Waitlist-FP-01.png?ext=.png
Vintage - 1x1 Padova Furnished,1,1,1544.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-padova-furn,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673-1-1-Padova-Waitlist-FP-01.png?ext=.png
Vintage - 1x1 Palermo Furnished ,1,1,1699.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-palermo-furnished,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673-1-1-Palermo-Waitlist-FP-01.png?ext=.png
Texan - 1x1 Seton SMART,1,1,1233.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-1x1-seton-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-1-1-Seton-Waitlist-FP-01.png?ext=.png
Texan - 1x1 Seton w/ Loft - Loft Bed SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-1x1-seton-w-loft-loft-bed-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-1-1-Loft-Seton-SMART-Waitlist-FP-10-21-19-(2).png?ext=.png
Texan - 1x1 Seton w/ Loft - Prv Bed SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/texan-1x1-seton-w-loft-prv-bed-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/672-1-1-Loft-Seton-SMART-Waitlist-FP-10-21-19-(2).png?ext=.png
Vintage - 1x1 Florence SMART ,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-florence-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Vintage-Florence-1-bed-1-bath-Waitlist-FP-10-21-19_1.png?ext=.png
Vintage - 1x1 Venice SMART,1,1,,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-1x1-venice-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/673-1-1-Venice-Waitlist-FP-01.png?ext=.png
Vintage - Studio Messina SMART,1,1,1125.00,0,1,,,https://www.americancampus.com/student-apartments/tx/austin/texan-and-vintage-west-campus/floor-plans/vintage-studio-messina-smart,texan_and_vintage,https://www.americancampus.com/assets/672-texanandvintagewestcampus/floorplans/Waitlist%20FPs/672-Studio-Messina-Waitlist-FP-3-31-20-01.png?ext=.png
B1,2,2,"
<div class=""radio""><label>Single Occupancy (Private)</label></div>",$100,0,,878,https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/b1-721046/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f69bef35623.80139789332.jpg
B2,2,2,"
<div class=""radio""><label>Single Occupancy (Private)</label></div>",$100,0,,888,https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/b2-721048/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f69dca606a2.85006504175.jpg
B3,2,2,"
<div class=""radio""><label>Single Occupancy (Private)</label></div>",$100,0,,894,https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/b3-721050/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f69f2240418.53627719822.jpg
C1,3,3,"<div class=""space-configuration"" style=""text-align: left;"">
<div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""170"" checked=""""><label>Single Occupancy (Private)</label></div><div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""171""><label>Double Occupancy (Shared)</label></div></div>",$100,0,,"1,495",https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/c1-721052/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f6a88b76621.20627212738.jpg
C2,3,3,"<div class=""space-configuration"" style=""text-align: left;"">
<div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""170"" checked=""""><label>Single Occupancy (Private)</label></div><div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""171""><label>Double Occupancy (Shared)</label></div></div>",$100,0,,"1,565",https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/c2-721054/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f6aadb55e79.17874952797.jpg
D1,4,4,"<div class=""space-configuration"" style=""text-align: left;"">
<div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""170"" checked=""""><label>Single Occupancy (Private)</label></div><div class=""radio""><input class=""js-change-space"" type=""radio"" name=""login_to"" value=""171""><label>Double Occupancy (Shared)</label></div></div>",$100,0,,"1,698",https://www.rioweststudentliving.com/austin-austin-texas/rio-west-rio-west-student-apartments/floorplans/d1-721056/is-premium-view/lease-start-window-id/37318/lease_term[id]/7864/space_configuration_id/170/,rio_west,https://medialibrarycdn.entrata.com/media_library/12881/5c3f6ac483df25.96466652307.jpg
ACL A,Studio,1,"
",0,0,,350,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/722310/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/2/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5c812f60b0ef00.19467346528.jpg
ACL B,Studio,1,"
",0,0,,350,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730421/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/2/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df3fcc49a81e9.48211083341.jpg
Antone's A,1,1,"
",0,0,,600,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/722308/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/2/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5c8157e9bff6a4.02201012983.jpg
Antone's B,1,1,"
",0,0,,600,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730423/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/2/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df3fd793dc201.45053875629.jpg
Antone's C,1,1,"
",0,0,,600,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730425/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/2/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df3fd98283d95.51881953758.jpg
Cedar Street,2,1,"
",0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/722309/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df40067926d97.53538532801.jpg
Emo's B,2,2,"
",0,0,,372,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720285/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/127/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5e13bf4f5f5bb4.00833033585.jpg
Emo's C,2,2,,0,0,,372,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730427/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/122/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41ed3921084.87121582471.jpg
Emo's D,2,2,,0,0,,372,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730429/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/122/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df4040f6a4fe9.79241938555.jpg
Speakeasy A,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720280/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df4047f33d790.78758902456.jpg
Speakeasy B,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730431/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df404c2901478.23906679717.jpg
Speakeasy C,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730433/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df405c134c4e2.81355744529.jpg
Speakeasy D,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730435/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df406f9132c81.05781248888.jpg
Speakeasy E,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730437/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df40731f08849.83318350183.jpg
Speakeasy F,3,3,,0,0,,326,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730439/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df40762456837.31077405279.jpg
Nutty Brown A,3,2,,0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720283/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df4079eb46173.02348967836.jpg
Nutty Brown B,3,2,,0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730441/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df449ac288479.32924444147.jpg
Nutty Brown C,3,2,,0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730443/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df40933151c32.96844866617.jpg
Nutty Brown D,3,2,,0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730445/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df4096d177978.47047277331.jpg
Nutty Brown E,3,2,,0,0,,337,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730447/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5da8d0a9971520.76234897414.jpg
The Broken Spoke A,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720281/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df409e409be37.04781534121.jpg
The Broken Spoke B,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730449/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df40a34e63135.03649019225.jpg
The Broken Spoke C,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730451/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41590de9c41.46687809777.jpg
The Broken Spoke D,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730453/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/122/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5da8d21bd0fe03.81477436924.jpg
The Broken Spoke E,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730455/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/122/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41fa17ac694.76753185312.jpg
The Broken Spoke F,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730457/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41503771cd6.43989165732.jpg
The Broken Spoke G,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730459/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df419aab7ac50.47233646465.jpg
The Broken Spoke H,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730461/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41a3aa38e52.94515900578.jpg
The Broken Spoke I,4,3,,0,0,,304,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730463/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/122/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41a975d0b94.55779523877.jpg
Stubb's A,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720282/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5c816e47bbb5c0.81299769644.jpg
